State  Code	District Code	Sub District Code	India/ State/ Union Territory/ District/ Sub-district	Name	"Total/Rural/Urban"	Number of villages Inhabited	Uninhabited	Number of towns	Number of households	Population Persons	Males	Females	"Area(In sq. km)"	Population per sq. km.
03	043	00000	DISTRICT	Firozpur	Urban	0	0	13	1,09,027	5,52,556	2,95,429	2,57,127	138.58	3,987
03	043	00234	SUB-DISTRICT	Zira	Total	206	11	3	48,132	2,58,438	1,34,958	1,23,480	739.97	349
03	043	00234	SUB-DISTRICT	Zira	Rural	206	11	0	35,059	1,90,099	99,182	90,917	700.50	271
03	043	00234	SUB-DISTRICT	Zira	Urban	0	0	3	13,073	68,339	35,776	32,563	39.47	1,731
03	043	00235	SUB-DISTRICT	Firozpur	Total	332	14	5	1,08,238	5,67,191	3,02,062	2,65,129	1293.06	439
03	043	00235	SUB-DISTRICT	Firozpur	Rural	332	14	0	68,461	3,67,255	1,93,529	1,73,726	1247.06	294
03	043	00235	SUB-DISTRICT	Firozpur	Urban	0	0	5	39,777	1,99,936	1,08,533	91,403	46.00	4,346
03	043	00236	SUB-DISTRICT	Jalalabad 	Total	206	8	2	67,584	3,56,027	1,86,714	1,69,313	910.00	391
03	043	00236	SUB-DISTRICT	Jalalabad 	Rural	206	8	0	56,250	2,99,310	1,56,475	1,42,835	899.99	333
03	043	00236	SUB-DISTRICT	Jalalabad 	Urban	0	0	2	11,334	56,717	30,239	26,478	10.01	5,666
03	043	00237	SUB-DISTRICT	Fazilka	Total	135	12	2	78,104	4,04,152	2,12,541	1,91,611	1153.23	350
03	043	00237	SUB-DISTRICT	Fazilka	Rural	135	12	0	61,875	3,21,890	1,68,644	1,53,246	1133.20	284
03	043	00237	SUB-DISTRICT	Fazilka	Urban	0	0	2	16,229	82,262	43,897	38,365	20.03	4,107
03	043	00238	SUB-DISTRICT	Abohar 	Total	76	0	1	83,936	4,43,266	2,35,362	2,07,904	1208.73	367
03	043	00238	SUB-DISTRICT	Abohar 	Rural	76	0	0	55,322	2,97,964	1,58,378	1,39,586	1185.66	251
03	043	00238	SUB-DISTRICT	Abohar 	Urban	0	0	1	28,614	1,45,302	76,984	68,318	23.07	6,298
03	044	00000	DISTRICT	Muktsar	Total	233	1	4	1,74,360	9,01,896	4,75,622	4,26,274	2593.00	348
03	044	00000	DISTRICT	Muktsar	Rural	233	1	0	1,24,124	6,49,705	3,42,202	3,07,503	2530.28	257
03	044	00000	DISTRICT	Muktsar	Urban	0	0	4	50,236	2,52,191	1,33,420	1,18,771	62.72	4,021
03	044	00239	SUB-DISTRICT	Malout	Total	91	0	1	66,991	3,48,165	1,83,585	1,64,580	1054.63	330
03	044	00239	SUB-DISTRICT	Malout	Rural	91	0	0	50,906	2,66,759	1,40,341	1,26,418	1041.63	256
03	044	00239	SUB-DISTRICT	Malout	Urban	0	0	1	16,085	81,406	43,244	38,162	13.00	6,262
03	044	00240	SUB-DISTRICT	Gidderbaha	Total	47	0	1	42,588	2,22,937	1,17,419	1,05,518	653.80	341
03	044	00240	SUB-DISTRICT	Gidderbaha	Rural	47	0	0	33,696	1,77,567	93,572	83,995	641.88	277
03	044	00240	SUB-DISTRICT	Gidderbaha	Urban	0	0	1	8,892	45,370	23,847	21,523	11.92	3,806
03	044	00241	SUB-DISTRICT	Muktsar	Total	95	1	2	64,781	3,30,794	1,74,618	1,56,176	884.58	374
03	044	00241	SUB-DISTRICT	Muktsar	Rural	95	1	0	39,522	2,05,379	1,08,289	97,090	846.78	243
03	044	00241	SUB-DISTRICT	Muktsar	Urban	0	0	2	25,259	1,25,415	66,329	59,086	37.80	3,318
03	045	00000	DISTRICT	Faridkot	Total	163	8	3	1,20,893	6,17,508	3,26,671	2,90,837	1458.00	424
03	045	00000	DISTRICT	Faridkot	Rural	163	8	0	76,728	4,00,457	2,10,782	1,89,675	1413.01	283
03	045	00000	DISTRICT	Faridkot	Urban	0	0	3	44,165	2,17,051	1,15,889	1,01,162	44.99	4,824
03	045	00242	SUB-DISTRICT	Faridkot	Total	122	8	2	89,912	4,56,578	2,41,764	2,14,814	1053.48	433
03	045	00242	SUB-DISTRICT	Faridkot	Rural	122	8	0	52,977	2,76,904	1,45,755	1,31,149	1018.09	272
03	045	00242	SUB-DISTRICT	Faridkot	Urban	0	0	2	36,935	1,79,674	96,009	83,665	35.39	5,077
03	045	00243	SUB-DISTRICT	Jaitu	Total	41	0	1	30,981	1,60,930	84,907	76,023	404.52	398
03	045	00243	SUB-DISTRICT	Jaitu	Rural	41	0	0	23,751	1,23,553	65,027	58,526	394.92	313
03	045	00243	SUB-DISTRICT	Jaitu	Urban	0	0	1	7,230	37,377	19,880	17,497	9.60	3,893
03	046	00000	DISTRICT	Bathinda	Total	279	2	12	2,73,902	13,88,525	7,43,197	6,45,328	3353.00	414
03	046	00000	DISTRICT	Bathinda	Rural	279	2	0	1,71,292	8,89,308	4,74,484	4,14,824	3193.91	278
03	046	00000	DISTRICT	Bathinda	Urban	0	0	12	1,02,610	4,99,217	2,68,713	2,30,504	159.09	3,138
03	046	00244	SUB-DISTRICT	Rampura Phul	Total	74	1	2	60,639	3,16,669	1,67,761	1,48,908	881.93	359
03	046	00244	SUB-DISTRICT	Rampura Phul	Rural	74	1	0	47,838	2,51,179	1,32,866	1,18,313	851.42	295
03	046	00244	SUB-DISTRICT	Rampura Phul	Urban	0	0	2	12,801	65,490	34,895	30,595	30.51	2,147
03	046	00245	SUB-DISTRICT	Bathinda	Total	118	1	7	1,51,247	7,55,926	4,02,531	3,53,395	1511.98	500
03	046	00245	SUB-DISTRICT	Bathinda	Rural	118	1	0	75,965	3,97,190	2,08,686	1,88,504	1418.47	280
03	046	00245	SUB-DISTRICT	Bathinda	Urban	0	0	7	75,282	3,58,736	1,93,845	1,64,891	93.51	3,836
03	046	00246	SUB-DISTRICT	Talwandi Sabo	Total	87	0	3	62,016	3,15,930	1,72,905	1,43,025	959.09	329
03	046	00246	SUB-DISTRICT	Talwandi Sabo	Rural	87	0	0	47,489	2,40,939	1,32,932	1,08,007	924.02	261
03	046	00246	SUB-DISTRICT	Talwandi Sabo	Urban	0	0	3	14,527	74,991	39,973	35,018	35.07	2,138
03	047	00000	DISTRICT	Mansa	Total	238	2	5	1,49,630	7,69,751	4,08,732	3,61,019	2198.00	350
03	047	00000	DISTRICT	Mansa	Rural	238	2	0	1,17,232	6,06,147	3,22,184	2,83,963	2149.33	282
03	047	00000	DISTRICT	Mansa	Urban	0	0	5	32,398	1,63,604	86,548	77,056	48.67	3,361
03	047	00247	SUB-DISTRICT	Sardulgarh	Total	70	0	1	33,635	1,74,234	91,913	82,321	590.30	295
03	047	00247	SUB-DISTRICT	Sardulgarh	Rural	70	0	0	29,910	1,55,015	81,841	73,174	582.30	266
03	047	00247	SUB-DISTRICT	Sardulgarh	Urban	0	0	1	3,725	19,219	10,072	9,147	8.00	2,402
03	047	00248	SUB-DISTRICT	Budhlada	Total	85	2	2	49,290	2,54,706	1,34,985	1,19,721	712.99	357
03	047	00248	SUB-DISTRICT	Budhlada	Rural	85	2	0	40,765	2,11,102	1,11,914	99,188	702.99	300
03	047	00248	SUB-DISTRICT	Budhlada	Urban	0	0	2	8,525	43,604	23,071	20,533	10.00	4,360
03	047	00249	SUB-DISTRICT	Mansa	Total	83	0	2	66,705	3,40,811	1,81,834	1,58,977	894.71	381
03	047	00249	SUB-DISTRICT	Mansa	Rural	83	0	0	46,557	2,40,030	1,28,429	1,11,601	864.04	278
03	047	00249	SUB-DISTRICT	Mansa	Urban	0	0	2	20,148	1,00,781	53,405	47,376	30.67	3,286
03	048	00000	DISTRICT	Patiala	Total	895	17	12	3,72,293	18,95,686	10,02,522	8,93,164	3325.00	570
03	048	00000	DISTRICT	Patiala	Rural	895	17	0	2,14,257	11,32,406	5,98,800	5,33,606	3169.81	357
03	048	00000	DISTRICT	Patiala	Urban	0	0	12	1,58,036	7,63,280	4,03,722	3,59,558	155.19	4,918
03	048	00250	SUB-DISTRICT	Samana	Total	73	0	1	34,200	1,73,970	91,908	82,062	420.02	414
03	048	00250	SUB-DISTRICT	Samana	Rural	73	0	0	23,347	1,19,898	63,599	56,299	414.52	289
03	048	00250	SUB-DISTRICT	Samana	Urban	0	0	1	10,853	54,072	28,309	25,763	5.50	9,831
03	048	00251	SUB-DISTRICT	Patran	Total	68	0	2	36,526	1,93,683	1,01,813	91,870	405.44	478
03	048	00251	SUB-DISTRICT	Patran	Rural	68	0	0	29,112	1,55,558	81,722	73,836	396.44	392
03	048	00251	SUB-DISTRICT	Patran	Urban	0	0	2	7,414	38,125	20,091	18,034	9.00	4,236
03	048	00252	SUB-DISTRICT	Nabha	Total	169	2	3	54,224	2,77,236	1,47,401	1,29,835	628.41	441
03	048	00252	SUB-DISTRICT	Nabha	Rural	169	2	0	37,100	1,91,786	1,01,593	90,193	597.58	321
03	048	00252	SUB-DISTRICT	Nabha	Urban	0	0	3	17,124	85,450	45,808	39,642	30.83	2,772
03	048	00253	SUB-DISTRICT	Patiala	Total	345	12	3	1,71,644	8,59,786	4,54,599	4,05,187	1147.74	749
03	048	00253	SUB-DISTRICT	Patiala	Rural	345	12	0	71,491	3,81,830	2,01,496	1,80,334	1070.59	357
03	048	00253	SUB-DISTRICT	Patiala	Urban	0	0	3	1,00,153	4,77,956	2,53,103	2,24,853	77.15	6,195
03	048	00254	SUB-DISTRICT	Rajpura	Total	240	3	3	75,699	3,91,011	2,06,801	1,84,210	723.38	541
03	048	00254	SUB-DISTRICT	Rajpura	Rural	240	3	0	53,207	2,83,334	1,50,390	1,32,944	690.67	410
03	048	00254	SUB-DISTRICT	Rajpura	Urban	0	0	3	22,492	1,07,677	56,411	51,266	32.71	3,292
03	049	00000	DISTRICT	Amritsar 	Total	703	36	15	4,88,898	24,90,656	13,18,408	11,72,248	2683.00	928
03	049	00000	DISTRICT	Amritsar 	Rural	703	36	0	2,14,993	11,56,045	6,07,266	5,48,779	2462.03	470
03	049	00000	DISTRICT	Amritsar 	Urban	0	0	15	2,73,905	13,34,611	7,11,142	6,23,469	220.97	6,040
03	049	00255	SUB-DISTRICT	Ajnala	Total	311	32	4	81,132	4,42,711	2,33,147	2,09,564	1097.78	403
03	049	00255	SUB-DISTRICT	Ajnala	Rural	311	32	0	71,825	3,95,492	2,07,983	1,87,509	1076.85	367
03	049	00255	SUB-DISTRICT	Ajnala	Urban	0	0	4	9,307	47,219	25,164	22,055	20.93	2,256
03	049	00256	SUB-DISTRICT	Amritsar -I  	Total	139	1	3	58,952	3,12,240	1,64,792	1,47,448	490.54	637
03	049	00256	SUB-DISTRICT	Amritsar -I  	Rural	139	1	0	47,693	2,54,532	1,33,311	1,21,221	466.92	545
03	049	00256	SUB-DISTRICT	Amritsar -I  	Urban	0	0	3	11,259	57,708	31,481	26,227	23.62	2,443
03	049	00257	SUB-DISTRICT	Amritsar- II 	Total	100	3	4	2,86,786	14,15,214	7,52,849	6,62,365	561.73	2,519
03	049	00257	SUB-DISTRICT	Amritsar- II 	Rural	100	3	0	41,211	2,24,549	1,19,201	1,05,348	413.47	543
03	049	00257	SUB-DISTRICT	Amritsar- II 	Urban	0	0	4	2,45,575	11,90,665	6,33,648	5,57,017	148.26	8,031
03	049	00258	SUB-DISTRICT	Baba Bakala 	Total	153	0	4	62,028	3,20,491	1,67,620	1,52,871	532.96	601
03	049	00258	SUB-DISTRICT	Baba Bakala 	Rural	153	0	0	54,264	2,81,472	1,46,771	1,34,701	504.80	558
03	049	00258	SUB-DISTRICT	Baba Bakala 	Urban	0	0	4	7,764	39,019	20,849	18,170	28.16	1,386
03	050	00000	DISTRICT	Tarn Taran	Total	479	10	4	2,03,421	11,19,627	5,89,369	5,30,258	2414.00	464
03	050	00000	DISTRICT	Tarn Taran	Rural	479	10	0	1,76,669	9,77,832	5,14,322	4,63,510	2379.67	411
03	050	00000	DISTRICT	Tarn Taran	Urban	0	0	4	26,752	1,41,795	75,047	66,748	34.33	4,130
03	050	00259	SUB-DISTRICT	Tarn Taran	Total	193	4	1	89,613	4,93,625	2,59,579	2,34,046	950.88	519
03	050	00259	SUB-DISTRICT	Tarn Taran	Rural	193	4	0	76,739	4,26,778	2,24,628	2,02,150	938.38	455
03	050	00259	SUB-DISTRICT	Tarn Taran	Urban	0	0	1	12,874	66,847	34,951	31,896	12.50	5,348
03	050	00260	SUB-DISTRICT	Patti 	Total	192	4	3	79,066	4,38,190	2,31,781	2,06,409	1093.11	401
03	050	00260	SUB-DISTRICT	Patti 	Rural	192	4	0	65,188	3,63,242	1,91,685	1,71,557	1071.28	339
03	050	00260	SUB-DISTRICT	Patti 	Urban	0	0	3	13,878	74,948	40,096	34,852	21.83	3,433
03	050	00261	SUB-DISTRICT	Khadur Sahib	Total	94	2	0	34,742	1,87,812	98,009	89,803	370.00	508
03	050	00261	SUB-DISTRICT	Khadur Sahib	Rural	94	2	0	34,742	1,87,812	98,009	89,803	370.00	508
03	050	00261	SUB-DISTRICT	Khadur Sahib	Urban	0	0	0	0	0	0	0	0.00	0
03	051	00000	DISTRICT	Rupnagar	Total	591	20	8	1,35,635	6,84,627	3,57,485	3,27,142	1356.00	505
03	051	00000	DISTRICT	Rupnagar	Rural	591	20	0	97,827	5,06,820	2,64,089	2,42,731	1300.40	390
03	051	00000	DISTRICT	Rupnagar	Urban	0	0	8	37,808	1,77,807	93,396	84,411	55.60	3,198
03	051	00262	SUB-DISTRICT	Anandpur Sahib	Total	190	0	1	37,331	1,94,445	1,00,422	94,023	400.27	486
03	051	00262	SUB-DISTRICT	Anandpur Sahib	Rural	190	0	0	34,061	1,78,163	91,877	86,286	391.27	455
03	051	00262	SUB-DISTRICT	Anandpur Sahib	Urban	0	0	1	3,270	16,282	8,545	7,737	9.00	1,809
03	051	00263	SUB-DISTRICT	Nangal	Total	57	2	1	27,754	1,33,585	68,598	64,987	242.70	550
03	051	00263	SUB-DISTRICT	Nangal	Rural	57	2	0	17,016	85,088	43,281	41,807	224.66	379
03	051	00263	SUB-DISTRICT	Nangal	Urban	0	0	1	10,738	48,497	25,317	23,180	18.04	2,688
03	051	00264	SUB-DISTRICT	Rup Nagar	Total	161	10	4	36,647	1,81,256	95,797	85,459	351.78	515
03	051	00264	SUB-DISTRICT	Rup Nagar	Rural	161	10	0	20,494	1,06,170	56,169	50,001	332.72	319
03	051	00264	SUB-DISTRICT	Rup Nagar	Urban	0	0	4	16,153	75,086	39,628	35,458	19.06	3,939
03	051	00265	SUB-DISTRICT	Chamkaur Sahib	Total	183	8	2	33,903	1,75,341	92,668	82,673	361.25	485
03	051	00265	SUB-DISTRICT	Chamkaur Sahib	Rural	183	8	0	26,256	1,37,399	72,762	64,637	351.75	391
03	051	00265	SUB-DISTRICT	Chamkaur Sahib	Urban	0	0	2	7,647	37,942	19,906	18,036	9.50	3,994
03	052	00000	DISTRICT	Sahibzada Ajit Singh Nagar	Total	403	16	15	2,05,411	9,94,628	5,29,253	4,65,375	1094.00	909
03	052	00000	DISTRICT	Sahibzada Ajit Singh Nagar	Rural	403	16	0	85,123	4,50,017	2,40,984	2,09,033	921.97	488
03	052	00000	DISTRICT	Sahibzada Ajit Singh Nagar	Urban	0	0	15	1,20,288	5,44,611	2,88,269	2,56,342	172.03	3,166
03	052	00266	SUB-DISTRICT	Kharar	Total	181	3	4	66,262	3,29,763	1,75,511	1,54,252	517.95	637
03	052	00266	SUB-DISTRICT	Kharar	Rural	181	3	0	31,378	1,67,209	89,069	78,140	459.96	364
03	052	00266	SUB-DISTRICT	Kharar	Urban	0	0	4	34,884	1,62,554	86,442	76,112	57.99	2,803
03	052	00267	SUB-DISTRICT	SAS Nagar (Mohali)	Total	82	3	4	71,101	3,24,375	1,71,916	1,52,459	187.43	1,731
03	052	00267	SUB-DISTRICT	SAS Nagar (Mohali)	Rural	82	3	0	22,022	1,13,448	60,953	52,495	141.84	800
03	052	00267	SUB-DISTRICT	SAS Nagar (Mohali)	Urban	0	0	4	49,079	2,10,927	1,10,963	99,964	45.59	4,627
03	052	00268	SUB-DISTRICT	Dera Bassi	Total	140	10	7	68,048	3,40,490	1,81,826	1,58,664	388.62	876
03	052	00268	SUB-DISTRICT	Dera Bassi	Rural	140	10	0	31,723	1,69,360	90,962	78,398	320.17	529
03	052	00268	SUB-DISTRICT	Dera Bassi	Urban	0	0	7	36,325	1,71,130	90,864	80,266	68.45	2,500
03	053	00000	DISTRICT	Sangrur	Total	564	7	13	3,18,870	16,55,169	8,78,029	7,77,140	3625.00	457
03	053	00000	DISTRICT	Sangrur	Rural	564	7	0	2,17,864	11,39,204	6,04,653	5,34,551	3465.75	329
03	053	00000	DISTRICT	Sangrur	Urban	0	0	13	1,01,006	5,15,965	2,73,376	2,42,589	159.25	3,240
03	053	00269	SUB-DISTRICT	Malerkotla	Total	180	3	3	82,799	4,29,754	2,26,722	2,03,032	683.55	629
03	053	00269	SUB-DISTRICT	Malerkotla	Rural	180	3	0	49,683	2,55,689	1,35,014	1,20,675	638.22	401
03	053	00269	SUB-DISTRICT	Malerkotla	Urban	0	0	3	33,116	1,74,065	91,708	82,357	45.33	3,840
03	053	00270	SUB-DISTRICT	Dhuri	Total	95	2	1	51,197	2,61,247	1,38,577	1,22,670	605.25	432
03	053	00270	SUB-DISTRICT	Dhuri	Rural	95	2	0	40,120	2,06,022	1,09,346	96,676	573.25	359
03	053	00270	SUB-DISTRICT	Dhuri	Urban	0	0	1	11,077	55,225	29,231	25,994	32.00	1,726
03	053	00271	SUB-DISTRICT	Sangrur	Total	123	2	3	71,336	3,62,882	1,93,374	1,69,508	783.07	463
03	053	00271	SUB-DISTRICT	Sangrur	Rural	123	2	0	44,067	2,28,668	1,21,633	1,07,035	755.82	303
03	053	00271	SUB-DISTRICT	Sangrur	Urban	0	0	3	27,269	1,34,214	71,741	62,473	27.25	4,925
03	053	00272	SUB-DISTRICT	Sunam	Total	81	0	3	64,420	3,34,641	1,78,366	1,56,275	769.57	435
03	053	00272	SUB-DISTRICT	Sunam	Rural	81	0	0	45,266	2,37,005	1,26,496	1,10,509	733.90	323
03	053	00272	SUB-DISTRICT	Sunam	Urban	0	0	3	19,154	97,636	51,870	45,766	35.67	2,737
03	053	00273	SUB-DISTRICT	Lehra	Total	39	0	1	24,966	1,32,382	70,283	62,099	441.38	300
03	053	00273	SUB-DISTRICT	Lehra	Rural	39	0	0	20,500	1,09,794	58,280	51,514	432.88	254
03	053	00273	SUB-DISTRICT	Lehra	Urban	0	0	1	4,466	22,588	12,003	10,585	8.50	2,657
03	053	00274	SUB-DISTRICT	Moonak	Total	46	0	2	24,152	1,34,263	70,707	63,556	342.19	392
03	053	00274	SUB-DISTRICT	Moonak	Rural	46	0	0	18,228	1,02,026	53,884	48,142	331.69	308
03	053	00274	SUB-DISTRICT	Moonak	Urban	0	0	2	5,924	32,237	16,823	15,414	10.50	3,070
03	054	00000	DISTRICT	Barnala	Total	127	1	5	1,15,798	5,95,527	3,17,522	2,78,005	1482.00	402
03	054	00000	DISTRICT	Barnala	Rural	127	1	0	76,657	4,04,842	2,15,210	1,89,632	1431.25	283
03	054	00000	DISTRICT	Barnala	Urban	0	0	5	39,141	1,90,685	1,02,312	88,373	50.75	3,757
03	054	00275	SUB-DISTRICT	Barnala	Total	77	1	3	76,764	3,88,699	2,07,629	1,81,070	897.50	433
03	054	00275	SUB-DISTRICT	Barnala	Rural	77	1	0	45,694	2,39,823	1,27,744	1,12,079	863.50	278
03	054	00275	SUB-DISTRICT	Barnala	Urban	0	0	3	31,070	1,48,876	79,885	68,991	34.00	4,379
03	054	00276	SUB-DISTRICT	Tapa	Total	50	0	2	39,034	2,06,828	1,09,893	96,935	584.49	354
03	054	00276	SUB-DISTRICT	Tapa	Rural	50	0	0	30,963	1,65,019	87,466	77,553	567.74	291
03	054	00276	SUB-DISTRICT	Tapa	Urban	0	0	2	8,071	41,809	22,427	19,382	16.75	2,496
04	000	00000	STATE	CHANDIGARH	Total	5	0	6	2,41,173	10,55,450	5,80,663	4,74,787	114.00	9,258
04	000	00000	STATE	CHANDIGARH	Rural	5	0	0	7,140	28,991	17,150	11,841	4.47	6,486
04	000	00000	STATE	CHANDIGARH	Urban	0	0	6	2,34,033	10,26,459	5,63,513	4,62,946	109.53	9,371
04	055	00000	DISTRICT	Chandigarh	Total	5	0	6	2,41,173	10,55,450	5,80,663	4,74,787	114.00	9,258
04	055	00000	DISTRICT	Chandigarh	Rural	5	0	0	7,140	28,991	17,150	11,841	4.47	6,486
04	055	00000	DISTRICT	Chandigarh	Urban	0	0	6	2,34,033	10,26,459	5,63,513	4,62,946	109.53	9,371
04	055	00277	SUB-DISTRICT	Chandigarh	Total	5	0	6	2,41,173	10,55,450	5,80,663	4,74,787	114.00	9,258
04	055	00277	SUB-DISTRICT	Chandigarh	Rural	5	0	0	7,140	28,991	17,150	11,841	4.47	6,486
04	055	00277	SUB-DISTRICT	Chandigarh	Urban	0	0	6	2,34,033	10,26,459	5,63,513	4,62,946	109.53	9,371
05	000	00000	STATE	UTTARAKHAND	Total	15,745	1,048	115	20,56,975	1,00,86,292	51,37,773	49,48,519	53483.00	189
05	000	00000	STATE	UTTARAKHAND	Rural	15,745	1,048	0	14,25,086	70,36,954	35,19,042	35,17,912	52581.08	134
05	000	00000	STATE	UTTARAKHAND	Urban	0	0	115	6,31,889	30,49,338	16,18,731	14,30,607	901.92	3,381
05	056	00000	DISTRICT	Uttarkashi	Total	694	13	3	67,602	3,30,086	1,68,597	1,61,489	8016.00	41
05	056	00000	DISTRICT	Uttarkashi	Rural	694	13	0	61,914	3,05,781	1,55,375	1,50,406	7988.98	38
05	056	00000	DISTRICT	Uttarkashi	Urban	0	0	3	5,688	24,305	13,222	11,083	27.02	900
05	056	00278	SUB-DISTRICT	Puraula	Total	83	1	0	6,521	33,792	17,106	16,686	332.34	102
05	056	00278	SUB-DISTRICT	Puraula	Rural	83	1	0	6,521	33,792	17,106	16,686	332.34	102
05	056	00278	SUB-DISTRICT	Puraula	Urban	0	0	0	0	0	0	0	0.00	0
05	056	00279	SUB-DISTRICT	Mori	Total	99	0	0	7,473	40,491	20,840	19,651	1738.00	23
05	056	00279	SUB-DISTRICT	Mori	Rural	99	0	0	7,473	40,491	20,840	19,651	1738.00	23
05	056	00279	SUB-DISTRICT	Mori	Urban	0	0	0	0	0	0	0	0.00	0
05	056	00280	SUB-DISTRICT	Rajgarhi	Total	182	7	1	13,612	70,564	35,964	34,600	889.01	79
05	056	00280	SUB-DISTRICT	Rajgarhi	Rural	182	7	0	12,103	63,844	32,440	31,404	882.01	72
05	056	00280	SUB-DISTRICT	Rajgarhi	Urban	0	0	1	1,509	6,720	3,524	3,196	7.00	960
05	056	00281	SUB-DISTRICT	Dunda	Total	126	3	0	12,493	60,283	30,080	30,203	444.67	136
05	056	00281	SUB-DISTRICT	Dunda	Rural	126	3	0	12,493	60,283	30,080	30,203	444.67	136
05	056	00281	SUB-DISTRICT	Dunda	Urban	0	0	0	0	0	0	0	0.00	0
05	056	00282	SUB-DISTRICT	Chiniyalisaur	Total	104	2	0	9,974	49,900	24,443	25,457	293.92	170
05	056	00282	SUB-DISTRICT	Chiniyalisaur	Rural	104	2	0	9,974	49,900	24,443	25,457	293.92	170
05	056	00282	SUB-DISTRICT	Chiniyalisaur	Urban	0	0	0	0	0	0	0	0.00	0
05	056	00283	SUB-DISTRICT	Bhatwari	Total	100	0	2	17,529	75,056	40,164	34,892	4318.06	17
05	056	00283	SUB-DISTRICT	Bhatwari	Rural	100	0	0	13,350	57,471	30,466	27,005	4298.04	13
05	056	00283	SUB-DISTRICT	Bhatwari	Urban	0	0	2	4,179	17,585	9,698	7,887	20.02	878
05	057	00000	DISTRICT	Chamoli	Total	1,170	76	6	88,964	3,91,605	1,93,991	1,97,614	8030.00	49
05	057	00000	DISTRICT	Chamoli	Rural	1,170	76	0	74,318	3,32,209	1,60,369	1,71,840	7990.47	42
05	057	00000	DISTRICT	Chamoli	Urban	0	0	6	14,646	59,396	33,622	25,774	39.53	1,503
05	057	00284	SUB-DISTRICT	Joshimath 	Total	91	8	2	12,358	48,202	27,828	20,374	4676.63	10
05	057	00284	SUB-DISTRICT	Joshimath 	Rural	91	8	0	7,610	29,055	15,786	13,269	4663.13	6
05	057	00284	SUB-DISTRICT	Joshimath 	Urban	0	0	2	4,748	19,147	12,042	7,105	13.50	1,418
05	057	00285	SUB-DISTRICT	Chamoli	Total	202	22	2	22,242	99,982	50,525	49,457	1230.06	81
05	057	00285	SUB-DISTRICT	Chamoli	Rural	202	22	0	16,328	76,894	38,207	38,687	1213.82	63
05	057	00285	SUB-DISTRICT	Chamoli	Urban	0	0	2	5,914	23,088	12,318	10,770	16.24	1,422
05	057	00286	SUB-DISTRICT	Pokhari 	Total	135	7	0	8,244	35,890	16,959	18,931	253.79	141
05	057	00286	SUB-DISTRICT	Pokhari 	Rural	135	7	0	8,244	35,890	16,959	18,931	253.79	141
05	057	00286	SUB-DISTRICT	Pokhari 	Urban	0	0	0	0	0	0	0	0.00	0
05	057	00287	SUB-DISTRICT	Karnaprayag	Total	207	15	2	13,204	56,005	27,368	28,637	304.63	184
05	057	00287	SUB-DISTRICT	Karnaprayag	Rural	207	15	0	9,220	38,844	18,106	20,738	294.84	132
05	057	00287	SUB-DISTRICT	Karnaprayag	Urban	0	0	2	3,984	17,161	9,262	7,899	9.79	1,753
05	057	00288	SUB-DISTRICT	Tharali  	Total	315	10	0	19,739	89,114	42,556	46,558	1064.30	84
05	057	00288	SUB-DISTRICT	Tharali  	Rural	315	10	0	19,739	89,114	42,556	46,558	1064.30	84
05	057	00288	SUB-DISTRICT	Tharali  	Urban	0	0	0	0	0	0	0	0.00	0
05	057	00289	SUB-DISTRICT	Gairsain	Total	220	14	0	13,177	62,412	28,755	33,657	500.58	125
05	057	00289	SUB-DISTRICT	Gairsain	Rural	220	14	0	13,177	62,412	28,755	33,657	500.58	125
05	057	00289	SUB-DISTRICT	Gairsain	Urban	0	0	0	0	0	0	0	0.00	0
05	058	00000	DISTRICT	Rudraprayag	Total	653	35	2	53,542	2,42,285	1,14,589	1,27,696	1984.00	122
05	058	00000	DISTRICT	Rudraprayag	Rural	653	35	0	50,882	2,32,360	1,08,740	1,23,620	1971.25	118
05	058	00000	DISTRICT	Rudraprayag	Urban	0	0	2	2,660	9,925	5,849	4,076	12.75	778
05	058	00290	SUB-DISTRICT	Ukhimath	Total	232	16	1	18,524	87,024	42,614	44,410	1125.41	77
05	058	00290	SUB-DISTRICT	Ukhimath	Rural	232	16	0	18,227	86,412	42,005	44,407	1122.66	77
05	058	00290	SUB-DISTRICT	Ukhimath	Urban	0	0	1	297	612	609	3	2.75	223
05	058	00291	SUB-DISTRICT	"Rudraprayag
"	Total	284	18	1	21,497	91,859	42,976	48,883	354.20	259
05	058	00291	SUB-DISTRICT	"Rudraprayag
"	Rural	284	18	0	19,134	82,546	37,736	44,810	344.20	240
05	058	00291	SUB-DISTRICT	"Rudraprayag
"	Urban	0	0	1	2,363	9,313	5,240	4,073	10.00	931
05	058	00292	SUB-DISTRICT	Jakholi	Total	137	1	0	13,521	63,402	28,999	34,403	504.39	126
05	058	00292	SUB-DISTRICT	Jakholi	Rural	137	1	0	13,521	63,402	28,999	34,403	504.39	126
05	058	00292	SUB-DISTRICT	Jakholi	Urban	0	0	0	0	0	0	0	0.00	0
05	059	00000	DISTRICT	Tehri Garhwal	Total	1,774	88	7	1,32,714	6,18,931	2,97,986	3,20,945	3642.00	170
05	059	00000	DISTRICT	Tehri Garhwal	Rural	1,774	88	0	1,15,691	5,48,792	2,59,381	2,89,411	3575.89	153
05	059	00000	DISTRICT	Tehri Garhwal	Urban	0	0	7	17,023	70,139	38,605	31,534	66.11	1,061
