State  Code	District Code	Sub District Code	India/ State/ Union Territory/ District/ Sub-district	Name	"Total/Rural/Urban"	Number of villages Inhabited	Uninhabited	Number of towns	Number of households	Population Persons	Males	Females	"Area(In sq. km)"	Population per sq. km.
05	059	00293	SUB-DISTRICT	Ghansali	Total	292	11	0	25,127	1,20,775	54,496	66,279	1299.65	93
05	059	00293	SUB-DISTRICT	Ghansali	Rural	292	11	0	25,127	1,20,775	54,496	66,279	1299.65	93
05	059	00293	SUB-DISTRICT	Ghansali	Urban	0	0	0	0	0	0	0	0.00	0
05	059	00294	SUB-DISTRICT	Devprayag	Total	365	13	2	22,310	94,441	44,782	49,659	476.99	198
05	059	00294	SUB-DISTRICT	Devprayag	Rural	365	13	0	21,397	90,772	42,780	47,992	465.74	195
05	059	00294	SUB-DISTRICT	Devprayag	Urban	0	0	2	913	3,669	2,002	1,667	11.25	326
05	059	00295	SUB-DISTRICT	Pratapnagar	Total	147	11	0	14,773	73,592	34,982	38,610	218.25	337
05	059	00295	SUB-DISTRICT	Pratapnagar	Rural	147	11	0	14,773	73,592	34,982	38,610	218.25	337
05	059	00295	SUB-DISTRICT	Pratapnagar	Urban	0	0	0	0	0	0	0	0.00	0
05	059	00296	SUB-DISTRICT	Jakhnidhar	Total	134	4	0	7,955	32,753	14,992	17,761	137.17	239
05	059	00296	SUB-DISTRICT	Jakhnidhar	Rural	134	4	0	7,955	32,753	14,992	17,761	137.17	239
05	059	00296	SUB-DISTRICT	Jakhnidhar	Urban	0	0	0	0	0	0	0	0.00	0
05	059	00297	SUB-DISTRICT	Tehri   	Total	329	28	2	26,919	1,17,607	57,626	59,981	453.43	259
05	059	00297	SUB-DISTRICT	Tehri   	Rural	329	28	0	18,773	85,822	40,305	45,517	412.38	208
05	059	00297	SUB-DISTRICT	Tehri   	Urban	0	0	2	8,146	31,785	17,321	14,464	41.05	774
05	059	00298	SUB-DISTRICT	Dhanaulti	Total	259	12	0	12,409	74,083	37,099	36,984	555.29	133
05	059	00298	SUB-DISTRICT	Dhanaulti	Rural	259	12	0	12,409	74,083	37,099	36,984	555.29	133
05	059	00298	SUB-DISTRICT	Dhanaulti	Urban	0	0	0	0	0	0	0	0.00	0
05	059	00299	SUB-DISTRICT	Narendranagar	Total	248	9	3	23,221	1,05,680	54,009	51,671	501.22	211
05	059	00299	SUB-DISTRICT	Narendranagar	Rural	248	9	0	15,257	70,995	34,727	36,268	487.41	146
05	059	00299	SUB-DISTRICT	Narendranagar	Urban	0	0	3	7,964	34,685	19,282	15,403	13.81	2,512
05	060	00000	DISTRICT	Dehradun	Total	731	17	22	3,47,001	16,96,694	8,92,199	8,04,495	3088.00	549
05	060	00000	DISTRICT	Dehradun	Rural	731	17	0	1,44,112	7,54,753	3,92,891	3,61,862	2815.70	268
05	060	00000	DISTRICT	Dehradun	Urban	0	0	22	2,02,889	9,41,941	4,99,308	4,42,633	272.30	3,459
05	060	00300	SUB-DISTRICT	Chakrata 	Total	110	0	1	6,158	49,607	26,536	23,071	454.32	109
05	060	00300	SUB-DISTRICT	Chakrata 	Rural	110	0	0	5,399	44,490	22,819	21,671	438.62	101
05	060	00300	SUB-DISTRICT	Chakrata 	Urban	0	0	1	759	5,117	3,717	1,400	15.70	326
05	060	00301	SUB-DISTRICT	Tyuni	Total	82	2	0	4,715	33,926	17,716	16,210	503.11	67
05	060	00301	SUB-DISTRICT	Tyuni	Rural	82	2	0	4,715	33,926	17,716	16,210	503.11	67
05	060	00301	SUB-DISTRICT	Tyuni	Urban	0	0	0	0	0	0	0	0.00	0
05	060	00302	SUB-DISTRICT	Kalsi	Total	169	1	0	6,421	47,329	24,840	22,489	266.73	177
05	060	00302	SUB-DISTRICT	Kalsi	Rural	169	1	0	6,421	47,329	24,840	22,489	266.73	177
05	060	00302	SUB-DISTRICT	Kalsi	Urban	0	0	0	0	0	0	0	0.00	0
05	060	00303	SUB-DISTRICT	Vikasnagar	Total	136	5	4	62,160	3,17,482	1,66,452	1,51,030	696.90	456
05	060	00303	SUB-DISTRICT	Vikasnagar	Rural	136	5	0	51,355	2,65,023	1,38,565	1,26,458	673.74	393
05	060	00303	SUB-DISTRICT	Vikasnagar	Urban	0	0	4	10,805	52,459	27,887	24,572	23.16	2,265
05	060	00304	SUB-DISTRICT	"Dehradun 
"	Total	147	8	10	2,13,030	9,88,007	5,19,872	4,68,135	666.23	1,483
05	060	00304	SUB-DISTRICT	"Dehradun 
"	Rural	147	8	0	47,938	2,26,042	1,17,305	1,08,737	466.28	485
05	060	00304	SUB-DISTRICT	"Dehradun 
"	Urban	0	0	10	1,65,092	7,61,965	4,02,567	3,59,398	199.95	3,811
05	060	00305	SUB-DISTRICT	"Rishikesh
"	Total	87	1	7	54,517	2,60,343	1,36,783	1,23,560	500.73	520
05	060	00305	SUB-DISTRICT	"Rishikesh
"	Rural	87	1	0	28,284	1,37,943	71,646	66,297	467.24	295
05	060	00305	SUB-DISTRICT	"Rishikesh
"	Urban	0	0	7	26,233	1,22,400	65,137	57,263	33.49	3,655
05	061	00000	DISTRICT	Garhwal	Total	3,142	331	8	1,61,778	6,87,271	3,26,829	3,60,442	5329.00	129
05	061	00000	DISTRICT	Garhwal	Rural	3,142	331	0	1,36,180	5,74,568	2,68,029	3,06,539	5256.84	109
05	061	00000	DISTRICT	Garhwal	Urban	0	0	8	25,598	1,12,703	58,800	53,903	72.16	1,562
05	061	00306	SUB-DISTRICT	Srinagar	Total	180	41	1	12,828	53,689	27,185	26,504	141.86	378
05	061	00306	SUB-DISTRICT	Srinagar	Rural	180	41	0	8,159	33,574	16,434	17,140	132.86	253
05	061	00306	SUB-DISTRICT	Srinagar	Urban	0	0	1	4,669	20,115	10,751	9,364	9.00	2,235
05	061	00307	SUB-DISTRICT	Pauri	Total	732	111	1	34,134	1,35,718	63,578	72,140	767.21	177
05	061	00307	SUB-DISTRICT	Pauri	Rural	732	111	0	27,830	1,09,562	50,111	59,451	724.21	151
05	061	00307	SUB-DISTRICT	Pauri	Urban	0	0	1	6,304	26,156	13,467	12,689	43.00	608
05	061	00308	SUB-DISTRICT	THALISAIN	Total	402	38	0	19,679	92,286	41,776	50,510	829.21	111
05	061	00308	SUB-DISTRICT	THALISAIN	Rural	402	38	0	19,679	92,286	41,776	50,510	829.21	111
05	061	00308	SUB-DISTRICT	THALISAIN	Urban	0	0	0	0	0	0	0	0.00	0
05	061	00309	SUB-DISTRICT	Dhoomakot	Total	331	18	0	9,600	39,230	17,661	21,569	376.34	104
05	061	00309	SUB-DISTRICT	Dhoomakot	Rural	331	18	0	9,600	39,230	17,661	21,569	376.34	104
05	061	00309	SUB-DISTRICT	Dhoomakot	Urban	0	0	0	0	0	0	0	0.00	0
05	061	00310	SUB-DISTRICT	Lansdowne	Total	483	21	1	18,832	77,621	36,674	40,947	975.34	80
05	061	00310	SUB-DISTRICT	Lansdowne	Rural	483	21	0	17,632	71,954	33,141	38,813	969.26	74
05	061	00310	SUB-DISTRICT	Lansdowne	Urban	0	0	1	1,200	5,667	3,533	2,134	6.08	932
05	061	00311	SUB-DISTRICT	Satpuli	Total	240	29	0	8,106	31,494	14,893	16,601	234.51	134
05	061	00311	SUB-DISTRICT	Satpuli	Rural	240	29	0	8,106	31,494	14,893	16,601	234.51	134
05	061	00311	SUB-DISTRICT	Satpuli	Urban	0	0	0	0	0	0	0	0.00	0
05	061	00312	SUB-DISTRICT	Chaubattakhal	Total	247	44	0	9,539	38,436	17,190	21,246	242.80	158
05	061	00312	SUB-DISTRICT	Chaubattakhal	Rural	247	44	0	9,539	38,436	17,190	21,246	242.80	158
05	061	00312	SUB-DISTRICT	Chaubattakhal	Urban	0	0	0	0	0	0	0	0.00	0
05	061	00313	SUB-DISTRICT	"Kotdwara
"	Total	301	14	4	39,216	1,75,232	86,530	88,702	1204.73	145
05	061	00313	SUB-DISTRICT	"Kotdwara
"	Rural	301	14	0	26,876	1,19,136	58,172	60,964	1192.44	100
05	061	00313	SUB-DISTRICT	"Kotdwara
"	Urban	0	0	4	12,340	56,096	28,358	27,738	12.29	4,564
05	061	00314	SUB-DISTRICT	Yamkeshwar	Total	226	15	1	9,844	43,565	21,342	22,223	557.00	78
05	061	00314	SUB-DISTRICT	Yamkeshwar	Rural	226	15	0	8,759	38,896	18,651	20,245	555.21	70
05	061	00314	SUB-DISTRICT	Yamkeshwar	Urban	0	0	1	1,085	4,669	2,691	1,978	1.79	2,608
05	062	00000	DISTRICT	Pithoragarh	Total	1,572	103	3	1,14,730	4,83,439	2,39,306	2,44,133	7090.00	68
05	062	00000	DISTRICT	Pithoragarh	Rural	1,572	103	0	96,971	4,13,834	2,02,930	2,10,904	7073.50	59
05	062	00000	DISTRICT	Pithoragarh	Urban	0	0	3	17,759	69,605	36,376	33,229	16.50	4,218
05	062	00315	SUB-DISTRICT	Munsiari	Total	219	12	0	11,285	46,523	22,889	23,634	2738.31	17
05	062	00315	SUB-DISTRICT	Munsiari	Rural	219	12	0	11,285	46,523	22,889	23,634	2738.31	17
05	062	00315	SUB-DISTRICT	Munsiari	Urban	0	0	0	0	0	0	0	0.00	0
05	062	00316	SUB-DISTRICT	Dharchula	Total	71	11	1	14,714	65,689	33,240	32,449	2690.27	24
05	062	00316	SUB-DISTRICT	Dharchula	Rural	71	11	0	13,002	58,650	29,443	29,207	2686.77	22
05	062	00316	SUB-DISTRICT	Dharchula	Urban	0	0	1	1,712	7,039	3,797	3,242	3.50	2,011
05	062	00317	SUB-DISTRICT	Didihat	Total	363	13	1	19,624	80,411	39,725	40,686	539.60	149
05	062	00317	SUB-DISTRICT	Didihat	Rural	363	13	0	17,613	73,889	36,273	37,616	535.60	138
05	062	00317	SUB-DISTRICT	Didihat	Urban	0	0	1	2,011	6,522	3,452	3,070	4.00	1,631
05	062	00318	SUB-DISTRICT	Berinag	Total	283	16	0	12,386	52,069	25,121	26,948	268.72	194
05	062	00318	SUB-DISTRICT	Berinag	Rural	283	16	0	12,386	52,069	25,121	26,948	268.72	194
05	062	00318	SUB-DISTRICT	Berinag	Urban	0	0	0	0	0	0	0	0.00	0
05	062	00319	SUB-DISTRICT	Gangolihat	Total	312	28	0	16,412	71,946	34,419	37,527	346.81	207
05	062	00319	SUB-DISTRICT	Gangolihat	Rural	312	28	0	16,412	71,946	34,419	37,527	346.81	207
05	062	00319	SUB-DISTRICT	Gangolihat	Urban	0	0	0	0	0	0	0	0.00	0
05	062	00320	SUB-DISTRICT	"Pithoragarh
"	Total	324	23	1	40,309	1,66,801	83,912	82,889	506.29	329
05	062	00320	SUB-DISTRICT	"Pithoragarh
"	Rural	324	23	0	26,273	1,10,757	54,785	55,972	497.29	223
05	062	00320	SUB-DISTRICT	"Pithoragarh
"	Urban	0	0	1	14,036	56,044	29,127	26,917	9.00	6,227
05	063	00000	DISTRICT	Bageshwar	Total	874	73	1	58,046	2,59,898	1,24,326	1,35,572	2241.00	116
05	063	00000	DISTRICT	Bageshwar	Rural	874	73	0	55,992	2,50,819	1,19,615	1,31,204	2235.50	112
05	063	00000	DISTRICT	Bageshwar	Urban	0	0	1	2,054	9,079	4,711	4,368	5.50	1,651
05	063	00321	SUB-DISTRICT	Kapkot	Total	146	10	0	13,909	64,894	31,064	33,830	1080.00	60
05	063	00321	SUB-DISTRICT	Kapkot	Rural	146	10	0	13,909	64,894	31,064	33,830	1080.00	60
05	063	00321	SUB-DISTRICT	Kapkot	Urban	0	0	0	0	0	0	0	0.00	0
05	063	00322	SUB-DISTRICT	Kanda	Total	160	20	0	6,342	26,272	12,354	13,918	293.56	89
05	063	00322	SUB-DISTRICT	Kanda	Rural	160	20	0	6,342	26,272	12,354	13,918	293.56	89
05	063	00322	SUB-DISTRICT	Kanda	Urban	0	0	0	0	0	0	0	0.00	0
05	063	00323	SUB-DISTRICT	"Bageshwar"	Total	378	36	1	22,603	1,00,103	49,096	51,007	493.69	203
05	063	00323	SUB-DISTRICT	"Bageshwar"	Rural	378	36	0	20,549	91,024	44,385	46,639	488.19	186
05	063	00323	SUB-DISTRICT	"Bageshwar"	Urban	0	0	1	2,054	9,079	4,711	4,368	5.50	1,651
05	063	00324	SUB-DISTRICT	Garud	Total	190	7	0	15,192	68,629	31,812	36,817	373.75	184
05	063	00324	SUB-DISTRICT	Garud	Rural	190	7	0	15,192	68,629	31,812	36,817	373.75	184
05	063	00324	SUB-DISTRICT	Garud	Urban	0	0	0	0	0	0	0	0.00	0
05	064	00000	DISTRICT	"Almora"	Total	2,184	105	5	1,40,577	6,22,506	2,91,081	3,31,425	3144.00	198
05	064	00000	DISTRICT	"Almora"	Rural	2,184	105	0	1,25,209	5,60,192	2,57,359	3,02,833	3108.32	180
05	064	00000	DISTRICT	"Almora"	Urban	0	0	5	15,368	62,314	33,722	28,592	35.68	1,746
05	064	00325	SUB-DISTRICT	BHIKIYASAIN	Total	376	21	0	16,994	70,487	30,555	39,932	408.89	172
05	064	00325	SUB-DISTRICT	BHIKIYASAIN	Rural	376	21	0	16,994	70,487	30,555	39,932	408.89	172
05	064	00325	SUB-DISTRICT	BHIKIYASAIN	Urban	0	0	0	0	0	0	0	0.00	0
05	064	00326	SUB-DISTRICT	Chaukhutiya	Total	164	12	0	10,832	46,051	20,047	26,004	340.85	135
05	064	00326	SUB-DISTRICT	Chaukhutiya	Rural	164	12	0	10,832	46,051	20,047	26,004	340.85	135
05	064	00326	SUB-DISTRICT	Chaukhutiya	Urban	0	0	0	0	0	0	0	0.00	0
05	064	00327	SUB-DISTRICT	Sult	Total	228	4	0	12,778	57,126	25,503	31,623	406.11	141
05	064	00327	SUB-DISTRICT	Sult	Rural	228	4	0	12,778	57,126	25,503	31,623	406.11	141
05	064	00327	SUB-DISTRICT	Sult	Urban	0	0	0	0	0	0	0	0.00	0
05	064	00328	SUB-DISTRICT	Ranikhet	Total	300	7	1	22,316	1,00,124	49,720	50,404	389.61	257
05	064	00328	SUB-DISTRICT	Ranikhet	Rural	300	7	0	17,556	81,238	38,308	42,930	367.86	221
05	064	00328	SUB-DISTRICT	Ranikhet	Urban	0	0	1	4,760	18,886	11,412	7,474	21.75	868
05	064	00329	SUB-DISTRICT	"Dwarahat"	Total	206	14	1	13,087	55,068	24,372	30,696	265.36	208
05	064	00329	SUB-DISTRICT	"Dwarahat"	Rural	206	14	0	12,419	52,319	22,994	29,325	262.49	199
05	064	00329	SUB-DISTRICT	"Dwarahat"	Urban	0	0	1	668	2,749	1,378	1,371	2.87	958
05	064	00330	SUB-DISTRICT	"Almora"	Total	428	26	3	36,357	1,64,563	80,913	83,650	650.26	253
05	064	00330	SUB-DISTRICT	"Almora"	Rural	428	26	0	26,417	1,23,884	59,981	63,903	639.20	194
05	064	00330	SUB-DISTRICT	"Almora"	Urban	0	0	3	9,940	40,679	20,932	19,747	11.06	3,678
05	064	00331	SUB-DISTRICT	Someshwar	Total	141	9	0	9,697	40,282	18,214	22,068	220.30	183
05	064	00331	SUB-DISTRICT	Someshwar	Rural	141	9	0	9,697	40,282	18,214	22,068	220.30	183
05	064	00331	SUB-DISTRICT	Someshwar	Urban	0	0	0	0	0	0	0	0.00	0
05	064	00332	SUB-DISTRICT	Jainti	Total	117	8	0	6,349	30,981	14,809	16,172	120.64	257
05	064	00332	SUB-DISTRICT	Jainti	Rural	117	8	0	6,349	30,981	14,809	16,172	120.64	257
05	064	00332	SUB-DISTRICT	Jainti	Urban	0	0	0	0	0	0	0	0.00	0
05	064	00333	SUB-DISTRICT	Bhanoli	Total	224	4	0	12,167	57,824	26,948	30,876	341.99	169
05	064	00333	SUB-DISTRICT	Bhanoli	Rural	224	4	0	12,167	57,824	26,948	30,876	341.99	169
05	064	00333	SUB-DISTRICT	Bhanoli	Urban	0	0	0	0	0	0	0	0.00	0
05	065	00000	DISTRICT	Champawat	Total	662	55	4	53,953	2,59,648	1,31,125	1,28,523	1766.00	147
05	065	00000	DISTRICT	Champawat	Rural	662	55	0	45,741	2,21,305	1,10,842	1,10,463	1752.96	126
05	065	00000	DISTRICT	Champawat	Urban	0	0	4	8,212	38,343	20,283	18,060	13.04	2,940
05	065	00334	SUB-DISTRICT	Champawat	Total	186	17	1	11,902	54,524	27,767	26,757	525.68	104
05	065	00334	SUB-DISTRICT	Champawat	Rural	186	17	0	10,730	49,723	25,224	24,499	520.68	95
05	065	00334	SUB-DISTRICT	Champawat	Urban	0	0	1	1,172	4,801	2,543	2,258	5.00	960
05	065	00335	SUB-DISTRICT	Pati	Total	139	7	0	8,467	45,504	23,038	22,466	339.20	134
05	065	00335	SUB-DISTRICT	Pati	Rural	139	7	0	8,467	45,504	23,038	22,466	339.20	134
05	065	00335	SUB-DISTRICT	Pati	Urban	0	0	0	0	0	0	0	0.00	0
05	065	00336	SUB-DISTRICT	Lohaghat	Total	267	20	1	18,449	86,477	42,501	43,976	430.38	201
05	065	00336	SUB-DISTRICT	Lohaghat	Rural	267	20	0	16,603	78,551	38,240	40,311	425.88	184
05	065	00336	SUB-DISTRICT	Lohaghat	Urban	0	0	1	1,846	7,926	4,261	3,665	4.50	1,761
05	065	00337	SUB-DISTRICT	Poornagiri	Total	70	11	2	15,135	73,143	37,819	35,324	470.75	155
05	065	00337	SUB-DISTRICT	Poornagiri	Rural	70	11	0	9,941	47,527	24,340	23,187	467.21	102
05	065	00337	SUB-DISTRICT	Poornagiri	Urban	0	0	2	5,194	25,616	13,479	12,137	3.54	7,236
05	066	00000	DISTRICT	Nainital	Total	1,097	44	11	1,91,383	9,54,605	4,93,666	4,60,939	4251.00	225
05	066	00000	DISTRICT	Nainital	Rural	1,097	44	0	1,14,954	5,82,871	2,99,257	2,83,614	4153.12	140
05	066	00000	DISTRICT	Nainital	Urban	0	0	11	76,429	3,71,734	1,94,409	1,77,325	97.88	3,798
05	066	00338	SUB-DISTRICT	Kosya Kutauli	Total	118	8	0	6,480	31,557	15,657	15,900	212.53	148
05	066	00338	SUB-DISTRICT	Kosya Kutauli	Rural	118	8	0	6,480	31,557	15,657	15,900	212.53	148
05	066	00338	SUB-DISTRICT	Kosya Kutauli	Urban	0	0	0	0	0	0	0	0.00	0
05	066	00339	SUB-DISTRICT	Betalghat	Total	68	7	0	4,357	21,265	10,421	10,844	209.86	101
05	066	00339	SUB-DISTRICT	Betalghat	Rural	68	7	0	4,357	21,265	10,421	10,844	209.86	101
05	066	00339	SUB-DISTRICT	Betalghat	Urban	0	0	0	0	0	0	0	0.00	0
05	066	00340	SUB-DISTRICT	Nainital	Total	234	16	4	31,590	1,50,389	78,365	72,024	826.09	182
05	066	00340	SUB-DISTRICT	Nainital	Rural	234	16	0	18,748	93,583	48,479	45,104	786.66	119
05	066	00340	SUB-DISTRICT	Nainital	Urban	0	0	4	12,842	56,806	29,886	26,920	39.43	1,441
05	066	00341	SUB-DISTRICT	Dhari	Total	157	9	0	13,836	78,733	40,137	38,596	693.90	113
05	066	00341	SUB-DISTRICT	Dhari	Rural	157	9	0	13,836	78,733	40,137	38,596	693.90	113
05	066	00341	SUB-DISTRICT	Dhari	Urban	0	0	0	0	0	0	0	0.00	0
05	066	00342	SUB-DISTRICT	"Haldwani
"	Total	202	2	4	74,275	3,64,129	1,89,640	1,74,489	958.56	380
05	066	00342	SUB-DISTRICT	"Haldwani
"	Rural	202	2	0	24,263	1,19,243	61,676	57,567	908.79	131
05	066	00342	SUB-DISTRICT	"Haldwani
"	Urban	0	0	4	50,012	2,44,886	1,27,964	1,16,922	49.77	4,920
05	066	00343	SUB-DISTRICT	Ramnagar	Total	146	0	1	29,914	1,53,738	78,928	74,810	836.79	184
05	066	00343	SUB-DISTRICT	Ramnagar	Rural	146	0	0	19,294	98,951	50,542	48,409	834.36	119
05	066	00343	SUB-DISTRICT	Ramnagar	Urban	0	0	1	10,620	54,787	28,386	26,401	2.43	22,546
05	066	00344	SUB-DISTRICT	Kaladhungi	Total	123	1	1	12,016	60,070	30,842	29,228	406.69	148
05	066	00344	SUB-DISTRICT	Kaladhungi	Rural	123	1	0	10,585	52,459	26,859	25,600	404.69	130
05	066	00344	SUB-DISTRICT	Kaladhungi	Urban	0	0	1	1,431	7,611	3,983	3,628	2.00	3,806
05	066	00345	SUB-DISTRICT	Lalkuan	Total	49	1	1	18,915	94,724	49,676	45,048	106.58	889
05	066	00345	SUB-DISTRICT	Lalkuan	Rural	49	1	0	17,391	87,080	45,486	41,594	102.33	851
05	066	00345	SUB-DISTRICT	Lalkuan	Urban	0	0	1	1,524	7,644	4,190	3,454	4.25	1,799
05	067	00000	DISTRICT	Udham Singh Nagar	Total	674	14	19	3,08,581	16,48,902	8,58,783	7,90,119	2542.00	649
05	067	00000	DISTRICT	Udham Singh Nagar	Rural	674	14	0	1,98,645	10,62,142	5,50,470	5,11,672	2419.79	439
05	067	00000	DISTRICT	Udham Singh Nagar	Urban	0	0	19	1,09,936	5,86,760	3,08,313	2,78,447	122.21	4,801
05	067	00346	SUB-DISTRICT	Kashipur	Total	73	0	3	53,432	2,83,136	1,48,747	1,34,389	199.91	1,416
05	067	00346	SUB-DISTRICT	Kashipur	Rural	73	0	0	27,184	1,44,297	75,486	68,811	190.01	759
05	067	00346	SUB-DISTRICT	Kashipur	Urban	0	0	3	26,248	1,38,839	73,261	65,578	9.90	14,024
05	067	00347	SUB-DISTRICT	Jaspur	Total	97	4	2	31,022	1,70,315	89,117	81,198	242.91	701
05	067	00347	SUB-DISTRICT	Jaspur	Rural	97	4	0	21,064	1,12,466	58,959	53,507	233.89	481
05	067	00347	SUB-DISTRICT	Jaspur	Urban	0	0	2	9,958	57,849	30,158	27,691	9.02	6,413
05	067	00348	SUB-DISTRICT	Bajpur	Total	122	3	3	34,323	1,88,083	98,194	89,889	315.91	595
05	067	00348	SUB-DISTRICT	Bajpur	Rural	122	3	0	26,137	1,41,749	73,703	68,046	305.47	464
05	067	00348	SUB-DISTRICT	Bajpur	Urban	0	0	3	8,186	46,334	24,491	21,843	10.44	4,438
05	067	00349	SUB-DISTRICT	Kichha	Total	88	3	4	74,194	3,90,866	2,05,764	1,85,102	458.09	853
05	067	00349	SUB-DISTRICT	Kichha	Rural	88	3	0	30,465	1,60,697	84,322	76,375	393.62	408
05	067	00349	SUB-DISTRICT	Kichha	Urban	0	0	4	43,729	2,30,169	1,21,442	1,08,727	64.47	3,570
05	067	00350	SUB-DISTRICT	Gadarpur	Total	71	0	2	33,800	1,74,848	90,831	84,017	334.52	523
05	067	00350	SUB-DISTRICT	Gadarpur	Rural	71	0	0	27,623	1,44,204	74,775	69,429	326.62	442
05	067	00350	SUB-DISTRICT	Gadarpur	Urban	0	0	2	6,177	30,644	16,056	14,588	7.90	3,879
05	067	00351	SUB-DISTRICT	Sitarganj	Total	127	2	2	38,888	2,14,428	1,10,764	1,03,664	408.09	525
05	067	00351	SUB-DISTRICT	Sitarganj	Rural	127	2	0	32,014	1,78,154	91,916	86,238	404.29	441
05	067	00351	SUB-DISTRICT	Sitarganj	Urban	0	0	2	6,874	36,274	18,848	17,426	3.80	9,546
05	067	00352	SUB-DISTRICT	"Khatima
"	Total	96	2	3	42,922	2,27,226	1,15,366	1,11,860	582.57	390
05	067	00352	SUB-DISTRICT	"Khatima
"	Rural	96	2	0	34,158	1,80,575	91,309	89,266	565.89	319
05	067	00352	SUB-DISTRICT	"Khatima
"	Urban	0	0	3	8,764	46,651	24,057	22,594	16.68	2,797
05	068	00000	DISTRICT	Hardwar	Total	518	94	24	3,38,104	18,90,422	10,05,295	8,85,127	2360.00	801
05	068	00000	DISTRICT	Hardwar	Rural	518	94	0	2,04,477	11,97,328	6,33,784	5,63,544	2238.76	535
05	068	00000	DISTRICT	Hardwar	Urban	0	0	24	1,33,627	6,93,094	3,71,511	3,21,583	121.24	5,717
05	068	00353	SUB-DISTRICT	Roorkee	Total	266	43	18	1,72,335	9,96,344	5,31,481	4,64,863	1066.83	934
05	068	00353	SUB-DISTRICT	Roorkee	Rural	266	43	0	1,08,928	6,45,902	3,42,776	3,03,126	1013.85	637
05	068	00353	SUB-DISTRICT	Roorkee	Urban	0	0	18	63,407	3,50,442	1,88,705	1,61,737	52.98	6,615
05	068	00354	SUB-DISTRICT	Hardwar	Total	121	16	5	1,25,249	6,57,829	3,48,763	3,09,066	902.81	729
05	068	00354	SUB-DISTRICT	Hardwar	Rural	121	16	0	59,160	3,36,937	1,77,694	1,59,243	839.55	401
05	068	00354	SUB-DISTRICT	Hardwar	Urban	0	0	5	66,089	3,20,892	1,71,069	1,49,823	63.26	5,073
05	068	00355	SUB-DISTRICT	"Laksar"	Total	131	35	1	40,520	2,36,249	1,25,051	1,11,198	390.35	605
05	068	00355	SUB-DISTRICT	"Laksar"	Rural	131	35	0	36,389	2,14,489	1,13,314	1,01,175	385.35	557
05	068	00355	SUB-DISTRICT	"Laksar"	Urban	0	0	1	4,131	21,760	11,737	10,023	5.00	4,352
06	000	00000	STATE	HARYANA	Total	6,642	199	154	48,57,524	2,53,51,462	1,34,94,734	1,18,56,728	44212.00	573
06	000	00000	STATE	HARYANA	Rural	6,642	199	0	30,43,756	1,65,09,359	87,74,006	77,35,353	42235.92	391
06	000	00000	STATE	HARYANA	Urban	0	0	154	18,13,768	88,42,103	47,20,728	41,21,375	1976.08	4,475
06	069	00000	DISTRICT	Panchkula	Total	206	13	8	1,17,107	5,61,293	2,99,679	2,61,614	898.00	625
06	069	00000	DISTRICT	Panchkula	Rural	206	13	0	46,154	2,48,063	1,33,153	1,14,910	827.51	300
06	069	00000	DISTRICT	Panchkula	Urban	0	0	8	70,953	3,13,230	1,66,526	1,46,704	70.49	4,444
06	069	00356	SUB-DISTRICT	Kalka	Total	95	4	3	34,577	1,68,073	89,069	79,004	257.35	653
06	069	00356	SUB-DISTRICT	Kalka	Rural	95	4	0	18,044	94,154	49,527	44,627	234.19	402
06	069	00356	SUB-DISTRICT	Kalka	Urban	0	0	3	16,533	73,919	39,542	34,377	23.16	3,192
06	069	00357	SUB-DISTRICT	Panchkula	Total	111	9	5	82,530	3,93,220	2,10,610	1,82,610	640.65	614
06	069	00357	SUB-DISTRICT	Panchkula	Rural	111	9	0	28,110	1,53,909	83,626	70,283	593.32	259
06	069	00357	SUB-DISTRICT	Panchkula	Urban	0	0	5	54,420	2,39,311	1,26,984	1,12,327	47.33	5,056
06	070	00000	DISTRICT	Ambala	Total	461	9	15	2,24,334	11,28,350	5,98,703	5,29,647	1574.00	717
06	070	00000	DISTRICT	Ambala	Rural	461	9	0	1,17,702	6,27,576	3,31,703	2,95,873	1440.40	436
06	070	00000	DISTRICT	Ambala	Urban	0	0	15	1,06,632	5,00,774	2,67,000	2,33,774	133.60	3,748
